trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,is_circular_trip,datetime,sched_dep_datetime,sched_arr_datetime,hour,day_name,is_weekend,month,week_of_year,time_of_day_bucket,total_delay,delay_change,is_early_departure,is_early_arrival,trip_duration_scheduled,severe_delay,transport_type_enc,weather_condition_enc,event_type_enc,season_enc,weather_severity_index,feels_like_impact,event_impact_score,congestion_weather_combo,station_avg_dep_delay,station_delay_rate,route_avg_delay,route_delay_rate,actual_departure_delay_min_z,actual_arrival_delay_min_z,temperature_C_z,humidity_percent_z,wind_speed_kmh_z,precipitation_mm_z,event_attendance_est_z,traffic_congestion_index_z,total_delay_z,delay_change_z,trip_duration_scheduled_z,weather_severity_index_z,feels_like_impact_z,event_impact_score_z,congestion_weather_combo_z,actual_departure_delay_min_mm,actual_arrival_delay_min_mm,temperature_C_mm,humidity_percent_mm,wind_speed_kmh_mm,precipitation_mm_mm,event_attendance_est_mm,traffic_congestion_index_mm,total_delay_mm,delay_change_mm,trip_duration_scheduled_mm,weather_severity_index_mm,feels_like_impact_mm,event_impact_score_mm,congestion_weather_combo_mm
T00035,2023-01-01,13:45:00,Bus,Route_7,Station_48,Station_13,13:48:00,14:20:00,13,18,Rain,1.8,87,11,6.4,None,0,99,0,0,6,Winter,1,0,2023-01-01T08:15:00Z,2023-01-01T08:18:00Z,2023-01-01T08:50:00Z,13,Sunday,1,1,1,Afternoon,31,5,0,0,32,1,1,4,0,1,0.1839,0.198,0,18.2061,8.91,84.09,13.58,79.78,0.6879,0.504,-1.1605,1.096,-1.06,-0.5986,-0.6329,1.6683,0.8052,0.0329,-0.4412,-1.2854,-0.9011,-0.5248,-0.2444,0.7143,0.6562,0.17,0.8261,0.1864,0.32,0,1,0.6731,0.5094,0.3721,0.1792,0.131,0,0.1944
T00036,2023-01-01,14:00:00,Metro,Route_17,Station_12,Station_42,14:04:00,14:34:00,2,28,Clear,29.7,81,35,1.8,None,0,49,0,1,6,Winter,1,0,2023-01-01T08:30:00Z,2023-01-01T08:34:00Z,2023-01-01T09:04:00Z,14,Sunday,1,1,1,Afternoon,30,26,0,0,30,1,2,1,0,1,0.2139,10.395,0,10.4811,10.31,66.67,13.47,78.18,-1.067,1.5805,1.27,0.8009,0.3301,-1.3943,-0.6329,-0.0426,0.7157,1.9006,-0.6175,-1.1395,1.3013,-0.5248,-0.6836,0.1905,0.9688,0.8675,0.7391,0.5932,0.09,0,0.4949,0.6538,0.9057,0.3256,0.2096,0.5693,0,0.1119
T00037,2023-01-01,14:15:00,Bus,Route_14,Station_37,Station_3,14:15:00,15:02:00,18,12,Cloudy,10.8,63,23,7.9,Concert,5000,87,0,0,6,Winter,1,0,2023-01-01T08:45:00Z,2023-01-01T08:45:00Z,2023-01-01T09:32:00Z,14,Sunday,1,1,1,Afternoon,30,-6,0,0,47,0,1,2,1,1,0.2749,2.484,435,23.9163,8.84,62.16,13.5,75.24,1.4856,-0.1419,-0.3764,-0.0843,-0.3649,-0.3391,1.9237,1.2577,0.7157,-0.9454,0.8814,-0.8427,-0.4074,3.1156,0.0802,0.9524,0.4688,0.395,0.4783,0.3898,0.395,1,0.8788,0.6538,0.3019,0.7209,0.2714,0.2293,0.8788,0.2553
T00038,2023-01-01,14:30:00,Bus,Route_3,Station_17,Station_9,14:34:00,15:20:00,19,11,Storm,32,64,31,12,Protest,5000,66,0,0,6,Winter,1,0,2023-01-01T09:00:00Z,2023-01-01T09:04:00Z,2023-01-01T09:50:00Z,14,Sunday,1,1,1,Afternoon,30,-8,0,0,46,0,1,6,4,1,0.6975,9.92,330,46.035,8.95,85.45,13.07,71.93,1.6452,-0.2495,1.4703,-0.0351,0.0984,0.37,1.9237,0.5391,0.7157,-1.1233,0.7933,1.2134,1.1987,2.2369,1.3377,1,0.4375,0.925,0.4928,0.5254,0.6,1,0.6667,0.6538,0.2642,0.6977,0.6997,0.5489,0.6667,0.4915
T00039,2023-01-01,14:45:00,Tram,Route_12,Station_23,Station_12,14:46:00,15:27:00,7,8,Rain,28.9,62,26,7.4,None,2000,25,0,1,6,Winter,1,0,2023-01-01T09:15:00Z,2023-01-01T09:16:00Z,2023-01-01T09:57:00Z,14,Sunday,1,1,1,Afternoon,15,1,0,0,41,0,4,4,0,1,0.2801,7.514,50,7.0025,9.51,79.07,14.29,80,-0.2693,-0.5725,1.2003,-0.1335,-0.1912,-0.4256,0.3897,-0.8638,-0.6273,-0.3228,0.3524,-0.8174,0.679,-0.1064,-0.8814,0.4286,0.3438,0.8475,0.4638,0.4407,0.37,0.4,0.2525,0.3654,0.434,0.5814,0.2767,0.4455,0.101,0.0748
T00040,2023-01-01,15:00:00,Tram,Route_13,Station_26,Station_23,15:03:00,15:36:00,10,-3,Storm,10.1,61,31,14.1,Protest,0,35,0,0,6,Winter,0,0,2023-01-01T09:30:00Z,2023-01-01T09:33:00Z,2023-01-01T10:06:00Z,15,Sunday,1,1,1,Afternoon,7,-13,0,1,33,0,4,6,4,1,0.7395,3.131,0,25.8825,7.39,80.49,11.93,69.64,0.2093,-1.7566,-0.4374,-0.1826,0.0984,0.7333,-0.6329,-0.5216,-1.3435,-1.568,-0.353,1.4178,-0.2677,-0.5248,0.192,0.5714,0,0.3775,0.4493,0.5254,0.705,0,0.3535,0.2115,0.1698,0.3953,0.7423,0.2571,0,0.2763
T00041,2023-01-01,15:15:00,Tram,Route_2,Station_29,Station_14,15:16:00,16:08:00,11,13,Clear,18,84,58,14.8,None,0,20,0,0,6,Autumn,1,0,2023-01-01T09:45:00Z,2023-01-01T09:46:00Z,2023-01-01T10:38:00Z,15,Sunday,1,1,1,Afternoon,24,2,0,0,52,0,4,1,0,4,0.5908,10.44,0,11.816,7.21,72.34,13.22,77.27,0.3689,-0.0342,0.2508,0.9484,1.6624,0.8543,-0.6329,-1.0348,0.1785,-0.2339,1.3223,0.6943,1.311,-0.5248,-0.6078,0.619,0.5,0.575,0.7826,0.9831,0.74,0,0.202,0.5385,0.4528,0.8372,0.5916,0.5713,0,0.1261
T00042,2023-01-01,15:30:00,Train,Route_3,Station_33,Station_33,15:33:00,16:02:00,4,24,Rain,-3.9,37,31,13.9,None,5000,76,0,1,6,Summer,1,1,2023-01-01T10:00:00Z,2023-01-01T10:03:00Z,2023-01-01T10:32:00Z,15,Sunday,1,1,1,Afternoon,28,20,0,0,29,1,3,4,0,3,0.4355,-1.209,380,33.098,10.27,76.67,13.07,71.93,-0.7479,1.1499,-1.657,-1.3629,0.0984,0.6987,1.9237,0.8813,0.5366,1.367,-0.7057,-0.0613,-1.205,2.6553,0.6022,0.2857,0.8438,0.0275,0.1014,0.5254,0.695,1,0.7677,0.6154,0.7925,0.3023,0.4342,0.0705,0.7677,0.3534
T00043,2023-01-01,15:45:00,Metro,Route_5,Station_27,Station_18,15:48:00,16:18:00,17,3,Fog,5.5,75,31,18.7,None,0,51,0,1,6,Autumn,0,0,2023-01-01T10:15:00Z,2023-01-01T10:18:00Z,2023-01-01T10:48:00Z,15,Sunday,1,1,1,Afternoon,20,-14,0,0,30,0,2,3,0,4,0.5314,1.705,0,27.1014,9.75,66.67,13.87,75.51,1.3261,-1.1107,-0.8381,0.5058,0.0984,1.5289,-0.6329,0.0259,-0.1796,-1.6569,-0.6175,0.4053,-0.5757,-0.5248,0.2613,0.9048,0.1875,0.2625,0.6522,0.5254,0.935,0,0.5152,0.4615,0.1509,0.3256,0.5314,0.1958,0,0.2893
T00044,2023-01-01,16:00:00,Metro,Route_11,Station_25,Station_49,16:04:00,16:30:00,3,5,Cloudy,23.4,43,25,4.7,Parade,500,10,0,1,6,Summer,0,0,2023-01-01T10:30:00Z,2023-01-01T10:34:00Z,2023-01-01T11:00:00Z,16,Sunday,1,1,1,Afternoon,8,2,0,0,26,0,2,2,3,3,0.2211,5.85,5,2.211,9.57,70,13.34,72.73,-0.9074,-0.8954,0.7212,-1.0678,-0.2491,-0.8926,-0.3772,-1.377,-1.254,-0.2339,-0.9702,-1.1045,0.3196,-0.4829,-1.1538,0.2381,0.25,0.71,0.1884,0.4237,0.235,0.1,0.101,0.2308,0.4528,0.2326,0.2169,0.374,0.0101,0.0236
T00045,2023-01-01,16:15:00,Metro,Route_8,Station_10,Station_41,16:16:00,17:02:00,4,18,Snow,22.1,37,10,3.8,None,0,7,0,0,6,Autumn,1,0,2023-01-01T10:45:00Z,2023-01-01T10:46:00Z,2023-01-01T11:32:00Z,16,Sunday,1,1,1,Afternoon,22,14,0,0,46,1,2,5,0,4,0.4268,2.21,0,2.9876,7.53,77.5,13.31,74.31,-0.7479,0.504,0.6079,-1.3629,-1.118,-1.0483,-0.6329,-1.4797,-5e-4,0.8334,0.7933,-0.1036,-0.4666,-0.5248,-1.1097,0.2857,0.6562,0.6775,0.1014,0.1695,0.19,0,0.0707,0.5,0.6792,0.6977,0.4254,0.2175,0,0.0319
T00046,2023-01-01,16:30:00,Metro,Route_12,Station_47,Station_9,16:31:00,17:21:00,2,22,Cloudy,9.1,83,45,12.2,None,0,56,0,0,6,Autumn,1,0,2023-01-01T11:00:00Z,2023-01-01T11:01:00Z,2023-01-01T11:51:00Z,16,Sunday,1,1,1,Afternoon,24,20,0,0,50,1,2,2,0,4,0.4727,4.095,0,26.4712,8.43,70.59,14.29,80,-1.067,0.9346,-0.5245,0.8992,0.9094,0.4046,-0.6329,0.1969,0.1785,1.367,1.146,0.1197,-0.0594,-0.5248,0.2255,0.1905,0.7812,0.3525,0.7681,0.7627,0.61,0,0.5657,0.5385,0.7925,0.7907,0.4719,0.2985,0,0.2826
T00047,2023-01-01,16:45:00,Tram,Route_7,Station_23,Station_23,16:45:00,17:39:00,18,8,Rain,27.3,50,17,11.9,Parade,0,45,0,1,6,Winter,1,1,2023-01-01T11:15:00Z,2023-01-01T11:15:00Z,2023-01-01T12:09:00Z,16,Sunday,1,1,1,Afternoon,26,-10,0,0,54,0,4,4,3,1,0.3243,4.641,0,14.5935,9.51,79.07,13.58,79.78,1.4856,-0.5725,1.0609,-0.7236,-0.7125,0.3527,-0.6329,-0.1794,0.3576,-1.3012,1.4986,-0.6023,0.0585,-0.5248,-0.4498,0.9524,0.3438,0.8075,0.2899,0.2881,0.595,0,0.4545,0.5769,0.2264,0.8837,0.3215,0.322,0,0.1558
T00048,2023-01-01,17:00:00,Train,Route_15,Station_21,Station_10,17:01:00,17:50:00,15,3,Cloudy,4.4,43,38,10.2,Sports,5000,77,0,0,6,Autumn,0,0,2023-01-01T11:30:00Z,2023-01-01T11:31:00Z,2023-01-01T12:20:00Z,17,Sunday,1,1,1,Afternoon,18,-12,0,0,49,0,3,2,5,4,0.3971,1.672,385,30.5767,8.22,82.93,13.99,77.68,1.007,-1.1107,-0.934,-1.0678,0.5039,0.0587,1.9237,0.9155,-0.3587,-1.479,1.0578,-0.2481,-0.5828,2.6972,0.4589,0.8095,0.1875,0.235,0.1884,0.6441,0.51,1,0.7778,0.4231,0.1887,0.7674,0.3953,0.1944,0.7778,0.3264
T00049,2023-01-01,17:15:00,Train,Route_17,Station_21,Station_19,17:15:00,17:51:00,9,11,Snow,13.5,31,4,0.1,Protest,0,96,0,1,6,Summer,1,0,2023-01-01T11:45:00Z,2023-01-01T11:45:00Z,2023-01-01T12:21:00Z,17,Sunday,1,1,1,Afternoon,20,2,0,0,36,0,3,5,4,3,0.3223,0.54,0,30.9408,8.22,82.93,13.47,78.18,0.0498,-0.2495,-0.1412,-1.658,-1.4655,-1.6883,-0.6329,1.5656,-0.1796,-0.2339,-0.0885,-0.6121,-0.8273,-0.5248,0.4796,0.5238,0.4375,0.4625,0.0145,0.0678,0.005,0,0.9697,0.4615,0.4528,0.4651,0.3194,0.1457,0,0.3303
T00050,2023-01-01,17:30:00,Tram,Route_4,Station_43,Station_47,17:32:00,17:58:00,3,17,Fog,13.9,90,15,11.1,None,2000,1,0,0,6,Spring,1,0,2023-01-01T12:00:00Z,2023-01-01T12:02:00Z,2023-01-01T12:28:00Z,17,Sunday,1,1,1,Afternoon,20,14,0,0,26,1,4,3,0,2,0.2982,2.085,2,0.2982,8.29,66.67,12.68,72.12,-0.9074,0.3964,-0.1064,1.2435,-0.8283,0.2144,0.3897,-1.685,-0.1796,0.8334,-0.9702,-0.7293,-0.4936,-0.5081,-1.2626,0.2381,0.625,0.4725,0.8696,0.2542,0.555,0.4,0.0101,0.4615,0.6792,0.2326,0.295,0.2121,0.004,0.0032
T00051,2023-01-01,17:45:00,Train,Route_13,Station_13,Station_5,17:47:00,18:14:00,-2,10,Storm,8.6,46,10,18.7,None,5000,63,0,0,6,Summer,1,0,2023-01-01T12:15:00Z,2023-01-01T12:17:00Z,2023-01-01T12:44:00Z,17,Sunday,1,1,1,Afternoon,8,12,1,0,27,0,3,6,0,3,0.7247,0.86,315,45.6561,8.39,77.55,11.93,69.64,-1.7051,-0.3572,-0.5681,-0.9203,-1.118,1.5289,1.9237,0.4365,-1.254,0.6555,-0.882,1.3458,-0.7582,2.1114,1.3162,0,0.4062,0.34,0.2319,0.1695,0.935,1,0.6364,0.2308,0.6415,0.2558,0.7273,0.1595,0.6364,0.4874
T00052,2023-01-01,18:00:00,Tram,Route_18,Station_37,Station_47,18:02:00,18:27:00,1,-2,Fog,33.2,77,53,6.7,None,5000,51,0,0,6,Autumn,0,0,2023-01-01T12:30:00Z,2023-01-01T12:32:00Z,2023-01-01T12:57:00Z,18,Sunday,1,1,1,Evening,-1,-3,0,1,25,0,4,3,0,4,0.4034,17.596,255,20.5734,8.84,62.16,14.13,75.25,-1.2265,-1.6489,1.5749,0.6042,1.3728,-0.5467,1.9237,0.0259,-2.0597,-0.6786,-1.0584,-0.2175,2.8566,1.6092,-0.1099,0.1429,0.0312,0.955,0.6812,0.8983,0.335,1,0.5152,0.0577,0.3585,0.2093,0.4016,0.8789,0.5152,0.2196
T00053,2023-01-01,18:15:00,Metro,Route_1,Station_33,Station_23,18:16:00,18:55:00,16,4,Cloudy,22.9,37,34,19.4,Sports,0,64,0,1,6,Spring,0,0,2023-01-01T12:45:00Z,2023-01-01T12:46:00Z,2023-01-01T13:25:00Z,18,Sunday,1,1,1,Evening,20,-12,0,0,39,0,2,2,5,2,0.5607,7.786,0,35.8848,10.27,76.67,13.43,73.56,1.1665,-1.003,0.6776,-1.3629,0.2722,1.65,-0.6329,0.4707,-0.1796,-1.479,0.176,0.5478,0.7378,-0.5248,0.7607,0.8571,0.2188,0.6975,0.1014,0.5763,0.97,0,0.6465,0.4615,0.1887,0.5349,0.5611,0.4572,0,0.3831
T00054,2023-01-01,18:30:00,Tram,Route_16,Station_24,Station_30,18:31:00,19:02:00,9,2,Snow,16.6,85,47,7.1,Concert,0,10,0,0,6,Winter,0,0,2023-01-01T13:00:00Z,2023-01-01T13:01:00Z,2023-01-01T13:32:00Z,18,Sunday,1,1,1,Evening,11,-7,0,0,31,0,4,5,1,1,0.6809,7.802,0,6.809,8.4,80,13.16,68.75,0.0498,-1.2183,0.1288,0.9976,1.0252,-0.4775,-0.6329,-1.377,-0.9854,-1.0344,-0.5294,1.1327,0.7412,-0.5248,-0.8924,0.5238,0.1562,0.54,0.7971,0.7966,0.355,0,0.101,0.2885,0.283,0.3488,0.6829,0.4579,0,0.0727
T00055,2023-01-01,18:45:00,Metro,Route_13,Station_44,Station_25,18:45:00,19:09:00,12,29,Storm,15.4,46,10,2.8,Concert,5000,5,0,1,6,Spring,1,0,2023-01-01T13:15:00Z,2023-01-01T13:15:00Z,2023-01-01T13:39:00Z,18,Sunday,1,1,1,Evening,41,17,0,0,24,1,2,6,1,2,0.4068,1.54,25,2.034,10.24,76.32,11.93,69.64,0.5284,1.6881,0.0243,-0.9203,-1.118,-1.2213,1.9237,-1.5481,1.7005,1.1002,-1.1466,-0.2009,-0.6113,-0.3156,-1.1639,0.6667,1,0.51,0.2319,0.1695,0.14,1,0.0505,0.8654,0.7358,0.186,0.4051,0.1887,0.0505,0.0217
T00056,2023-01-01,19:00:00,Metro,Route_10,Station_11,Station_28,19:03:00,19:25:00,0,2,Snow,1.4,98,41,8,Sports,0,95,0,1,6,Winter,0,0,2023-01-01T13:30:00Z,2023-01-01T13:33:00Z,2023-01-01T13:55:00Z,19,Sunday,1,1,1,Evening,2,2,0,0,22,0,2,5,5,1,0.6684,0.574,0,63.498,8.03,76.92,11.81,70.93,-1.3861,-1.2183,-1.1953,1.6369,0.6777,-0.3218,-0.6329,1.5314,-1.7912,-0.2339,-1.3229,1.0718,-0.8199,-0.5248,2.3306,0.0952,0.1562,0.16,0.9855,0.6949,0.4,0,0.9596,0.1154,0.4528,0.1395,0.6702,0.1472,0,0.6779
T00057,2023-01-01,19:15:00,Bus,Route_12,Station_17,Station_34,19:15:00,20:04:00,17,22,Fog,9.9,41,22,9.9,None,0,78,0,1,6,Summer,1,0,2023-01-01T13:45:00Z,2023-01-01T13:45:00Z,2023-01-01T14:34:00Z,19,Sunday,1,1,1,Evening,39,5,0,0,49,1,1,3,0,3,0.3098,2.178,0,24.1644,8.95,85.45,14.29,80,1.3261,0.9346,-0.4548,-1.1662,-0.4229,0.0068,-0.6329,0.9497,1.5215,0.0329,1.0578,-0.6729,-0.4735,-0.5248,0.0943,0.9048,0.7812,0.3725,0.1594,0.3729,0.495,0,0.7879,0.8269,0.5094,0.7674,0.3068,0.2161,0,0.258
T00058,2023-01-01,19:30:00,Tram,Route_2,Station_4,Station_45,19:32:00,20:20:00,5,10,Clear,21.9,67,54,12.6,Concert,0,75,0,1,6,Spring,1,0,2023-01-01T14:00:00Z,2023-01-01T14:02:00Z,2023-01-01T14:50:00Z,19,Sunday,1,1,1,Evening,15,5,0,0,48,0,4,1,1,2,0.5265,11.826,0,39.4875,7.95,80.95,13.22,77.27,-0.5884,-0.3572,0.5905,0.1124,1.4307,0.4738,-0.6329,0.8471,-0.6273,0.0329,0.9696,0.3814,1.6104,-0.5248,0.9655,0.3333,0.4062,0.6725,0.5362,0.9153,0.63,0,0.7576,0.3654,0.5094,0.7442,0.5264,0.6308,0,0.4216
T00059,2023-01-01,19:45:00,Bus,Route_3,Station_47,Station_48,19:45:00,20:21:00,8,4,Clear,32,47,33,10.1,None,0,63,0,1,6,Spring,0,0,2023-01-01T14:15:00Z,2023-01-01T14:15:00Z,2023-01-01T14:51:00Z,19,Sunday,1,1,1,Evening,12,-4,0,0,36,0,1,1,0,2,0.3697,10.56,0,23.2911,8.43,70.59,13.07,71.93,-0.1098,-1.003,1.4703,-0.8711,0.2143,0.0414,-0.6329,0.4365,-0.8958,-0.7675,-0.0885,-0.3815,1.3369,-0.5248,0.0447,0.4762,0.2188,0.925,0.2464,0.5593,0.505,0,0.6364,0.3077,0.3396,0.4651,0.3675,0.5764,0,0.2487
T00060,2023-01-01,20:00:00,Tram,Route_10,Station_25,Station_47,20:03:00,20:30:00,13,9,Storm,27.7,55,47,10.7,None,0,92,0,1,6,Spring,1,0,2023-01-01T14:30:00Z,2023-01-01T14:33:00Z,2023-01-01T15:00:00Z,20,Sunday,1,1,1,Evening,22,-4,0,0,27,0,4,6,0,2,0.7529,13.019,0,69.2668,9.57,70,11.81,70.93,0.6879,-0.4648,1.0958,-0.4777,1.0252,0.1452,-0.6329,1.4287,-5e-4,-0.7675,-0.882,1.483,1.868,-0.5248,2.6586,0.7143,0.375,0.8175,0.3623,0.7966,0.535,0,0.9293,0.5,0.3396,0.2558,0.7559,0.6821,0,0.7395
T00061,2023-01-01,20:15:00,Tram,Route_2,Station_30,Station_25,20:16:00,20:54:00,6,9,Storm,7,66,16,0.5,None,500,54,0,0,6,Winter,1,0,2023-01-01T14:45:00Z,2023-01-01T14:46:00Z,2023-01-01T15:24:00Z,20,Sunday,1,1,1,Evening,15,3,0,0,38,0,4,6,0,1,0.3914,1.12,27,21.1356,7.11,78.95,13.22,77.27,-0.4288,-0.4648,-0.7075,0.0632,-0.7704,-1.6191,-0.3772,0.1285,-0.6273,-0.145,0.0879,-0.2759,-0.702,-0.2988,-0.0779,0.381,0.375,0.3,0.5217,0.2712,0.025,0.1,0.5455,0.3654,0.4717,0.5116,0.3895,0.1706,0.0545,0.2256
T00062,2023-01-01,20:30:00,Bus,Route_13,Station_9,Station_10,20:30:00,20:58:00,0,24,Storm,12.4,99,9,5.1,Sports,500,43,0,0,6,Winter,1,0,2023-01-01T15:00:00Z,2023-01-01T15:00:00Z,2023-01-01T15:28:00Z,20,Sunday,1,1,1,Evening,24,24,0,0,28,1,1,6,5,1,0.4477,1.116,21.5,19.2511,6.95,70.27,11.93,69.64,-1.3861,1.1499,-0.2371,1.6861,-1.1759,-0.8235,-0.3772,-0.2479,0.1785,1.7227,-0.7939,-0.0019,-0.7029,-0.3449,-0.185,0.0952,0.8438,0.435,1,0.1525,0.255,0.1,0.4343,0.5385,0.8679,0.2791,0.4465,0.1705,0.0434,0.2055
T00063,2023-01-01,20:45:00,Bus,Route_13,Station_21,Station_14,20:47:00,21:06:00,2,14,Clear,-1.7,70,17,6.2,Festival,0,85,0,0,6,Summer,1,0,2023-01-01T15:15:00Z,2023-01-01T15:17:00Z,2023-01-01T15:36:00Z,20,Sunday,1,1,1,Evening,16,12,0,0,19,0,1,1,2,3,0.2104,-0.289,0,17.884,8.22,82.93,11.93,69.64,-1.067,0.0734,-1.4653,0.2599,-0.7125,-0.6332,-0.6329,1.1892,-0.5377,0.6555,-1.5874,-1.1565,-1.0063,-0.5248,-0.2628,0.1905,0.5312,0.0825,0.5797,0.2881,0.31,0,0.8586,0.3846,0.6415,0.0698,0.206,0.1101,0,0.1909
T00064,2023-01-01,21:00:00,Tram,Route_18,Station_20,Station_42,21:02:00,21:56:00,17,15,Fog,-0.9,71,43,19.7,None,5000,13,1,0,6,Summer,1,0,2023-01-01T15:30:00Z,2023-01-01T15:32:00Z,2023-01-01T16:26:00Z,21,Sunday,1,1,1,Evening,32,-2,0,0,54,0,4,3,0,3,0.61240000000000006,-0.387,65,7.9612,9.05,72.09,14.13,75.25,1.3261,0.1811,-1.3957,0.3091,0.7935,1.7019,1.9237,-1.2744,0.8948,-0.5897,1.4986,0.7994,-1.0275,0.0192,-0.8269,0.9048,0.5625,0.1025,0.5942,0.7288,0.985,1,0.1313,0.6923,0.3774,0.8837,0.6135,0.1059,0.1313,0.085
T00065,2023-01-01,21:15:00,Train,Route_3,Station_19,Station_46,21:16:00,21:35:00,11,28,Storm,13.8,70,7,5.9,None,0,82,0,0,6,Autumn,1,0,2023-01-01T15:45:00Z,2023-01-01T15:46:00Z,2023-01-01T16:05:00Z,21,Sunday,1,1,1,Evening,39,17,0,0,19,1,3,6,0,4,0.4535,0.966,0,37.187,7.83,75.61,13.07,71.93,0.3689,1.5805,-0.1151,0.2599,-1.2917,-0.6851,-0.6329,1.0866,1.5215,1.1002,-1.5874,0.0263,-0.7353,-0.5248,0.8347,0.619,0.9688,0.47,0.5797,0.1186,0.295,0,0.8283,0.8269,0.7358,0.0698,0.4524,0.164,0,0.397
T00066,2023-01-01,21:30:00,Metro,Route_7,Station_19,Station_30,21:30:00,21:53:00,12,18,Clear,16.2,76,58,17.9,None,0,4,0,0,6,Winter,1,0,2023-01-01T16:00:00Z,2023-01-01T16:00:00Z,2023-01-01T16:23:00Z,21,Sunday,1,1,1,Evening,30,6,0,0,23,1,2,1,0,1,0.6527,9.396,0,2.6108,7.83,75.61,13.58,79.78,0.5284,0.504,0.094,0.555,1.6624,1.3906,-0.6329,-1.5823,0.7157,0.1218,-1.2347,0.9955,1.0855,-0.5248,-1.1311,0.6667,0.6562,0.53,0.6667,0.9831,0.895,0,0.0404,0.6538,0.5283,0.1628,0.6543,0.5264,0,0.0279
T00067,2023-01-01,21:45:00,Bus,Route_14,Station_12,Station_41,21:48:00,22:40:00,3,-2,Storm,5.6,43,25,6.1,Festival,5000,98,0,1,6,Summer,0,0,2023-01-01T16:15:00Z,2023-01-01T16:18:00Z,2023-01-01T17:10:00Z,21,Sunday,1,1,1,Evening,1,-5,0,1,52,0,1,6,2,3,0.5491,1.4,490,53.8118,10.31,66.67,13.5,75.24,-0.9074,-1.6489,-0.8294,-1.0678,-0.2491,-0.6505,1.9237,1.634,-1.8807,-0.8565,1.3223,0.4914,-0.6415,3.5759,1.7799,0.2381,0.0312,0.265,0.1884,0.4237,0.305,1,0.9899,0.0962,0.3208,0.8372,0.5493,0.1827,0.9899,0.5745
T00068,2023-01-01,22:00:00,Metro,Route_20,Station_37,Station_25,22:01:00,22:44:00,1,9,Storm,20.7,30,2,1.9,Concert,0,24,0,0,6,Spring,1,0,2023-01-01T16:30:00Z,2023-01-01T16:31:00Z,2023-01-01T17:14:00Z,22,Sunday,1,1,1,Evening,10,8,0,0,43,0,2,6,1,2,0.3482,0.414,0,8.3568,8.84,62.16,13.46,75.26,-1.2265,-0.4648,0.486,-1.7071,-1.5814,-1.377,-0.6329,-0.898,-1.0749,0.2997,0.5287,-0.4861,-0.8545,-0.5248,-0.8044,0.1429,0.375,0.6425,0,0.0339,0.095,0,0.2424,0.2692,0.566,0.6279,0.3457,0.1403,0,0.0892
T00069,2023-01-01,22:15:00,Train,Route_17,Station_42,Station_14,22:15:00,22:37:00,5,19,Snow,23.1,46,58,5,Parade,2000,49,0,0,6,Spring,1,0,2023-01-01T16:45:00Z,2023-01-01T16:45:00Z,2023-01-01T17:07:00Z,22,Sunday,1,1,1,Evening,24,14,0,0,22,1,3,5,3,2,0.6949,13.398,98,34.0501,9.83,75,13.47,78.18,-0.5884,0.6116,0.695,-0.9203,1.6624,-0.8408,0.3897,-0.0426,0.1785,0.8334,-1.3229,1.2008,1.9499,0.2953,0.6564,0.3333,0.6875,0.7025,0.2319,0.9831,0.25,0.4,0.4949,0.5385,0.6792,0.1395,0.6971,0.6984,0.198,0.3635
T00070,2023-01-01,22:30:00,Train,Route_12,Station_17,Station_35,22:34:00,22:58:00,16,21,Storm,7,84,51,5.5,Festival,0,72,0,1,6,Spring,1,0,2023-01-01T17:00:00Z,2023-01-01T17:04:00Z,2023-01-01T17:28:00Z,22,Sunday,1,1,1,Evening,37,5,0,0,24,1,3,6,2,2,0.6693,3.57,0,48.1896,8.95,85.45,14.29,80,1.1665,0.8269,-0.7075,0.9484,1.2569,-0.7543,-0.6329,0.7444,1.3424,0.0329,-1.1466,1.0762,-0.1728,-0.5248,1.4602,0.8571,0.75,0.3,0.7826,0.8644,0.275,0,0.7273,0.7885,0.5094,0.186,0.6711,0.276,0,0.5145
T00071,2023-01-01,22:45:00,Train,Route_16,Station_37,Station_48,22:47:00,23:26:00,2,24,Clear,25.3,82,23,19.6,None,2000,70,0,0,6,Summer,1,0,2023-01-01T17:15:00Z,2023-01-01T17:17:00Z,2023-01-01T17:56:00Z,22,Sunday,1,1,1,Evening,26,22,0,0,39,1,3,1,0,3,0.5088,5.819,140,35.616,8.84,62.16,13.16,68.75,-1.067,1.1499,0.8867,0.8501,-0.3649,1.6846,0.3897,0.676,0.3576,1.5449,0.176,0.2953,0.3129,0.6468,0.7454,0.1905,0.8438,0.7575,0.7536,0.3898,0.98,0.4,0.7071,0.5769,0.8302,0.5349,0.5085,0.3726,0.2828,0.3802
