trip_id,date,hour,transport_type,route_id,origin_station,destination_station,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,total_delay,delay_change,time_of_day_bucket,is_weekend,weather_severity_index,event_impact_score
T00160,2023-01-02,21,Tram,Route_5,Station_47,Station_16,-2,2,Snow,7.6,17.8,Sports,0,98,0,0,0,Summer,0,0,4,Evening,1,0.9558,0
T00161,2023-01-02,21,Bus,Route_16,Station_17,Station_18,17,6,Clear,34.6,18.3,Parade,0,83,0,0,0,Winter,1,23,-11,Evening,1,0.498,0
T00162,2023-01-02,21,Metro,Route_18,Station_40,Station_5,-1,-2,Fog,12.3,9.2,None,5000,84,0,0,0,Autumn,0,-3,-1,Evening,1,0.2246,420
T00163,2023-01-02,21,Metro,Route_6,Station_28,Station_36,1,20,Clear,29.8,16.1,None,5000,33,0,0,0,Spring,1,21,19,Evening,1,0.3829,165
T00164,2023-01-02,22,Train,Route_5,Station_12,Station_30,18,24,Clear,30.9,7.3,None,0,58,0,0,0,Summer,1,42,6,Evening,1,0.4205,0
T00165,2023-01-02,22,Bus,Route_16,Station_27,Station_45,-2,24,Cloudy,28.4,17.2,Sports,0,42,0,1,0,Autumn,1,22,26,Evening,1,0.4099,0
T00166,2023-01-02,22,Metro,Route_13,Station_42,Station_19,4,-2,Snow,-3.1,16.5,Festival,5000,32,0,0,0,Summer,0,2,-6,Evening,1,0.8841,160
T00167,2023-01-02,22,Tram,Route_5,Station_47,Station_23,-2,1,Fog,32.9,1.6,None,0,18,0,1,0,Summer,0,-1,3,Evening,1,0.0828,0
T00168,2023-01-02,23,Tram,Route_13,Station_30,Station_34,6,7,Clear,0.1,11.7,None,2000,7,1,0,0,Spring,1,13,1,Evening,1,0.3,14
T00169,2023-01-02,23,Train,Route_17,Station_41,Station_13,0,6,Rain,-3.6,12.8,Festival,0,30,0,0,0,Spring,1,6,6,Evening,1,0.3321,0
T00170,2023-01-02,23,Metro,Route_18,Station_34,Station_43,9,-2,Storm,11.6,0,None,0,10,1,1,0,Summer,0,7,-11,Evening,1,0.3458,0
T00171,2023-01-02,23,Bus,Route_8,Station_37,Station_29,16,11,Fog,2.8,19.6,Festival,0,7,1,0,0,Summer,1,27,-5,Evening,1,0.4884,0
T00172,2023-01-03,0,Tram,Route_13,Station_6,Station_36,12,3,Cloudy,2.4,8.1,None,0,24,1,0,1,Autumn,0,15,-9,Night,0,0.2382,0
T00173,2023-01-03,0,Metro,Route_19,Station_7,Station_22,19,16,Fog,6.5,10.3,None,0,19,0,0,1,Spring,1,35,-3,Night,0,0.5059,0
T00174,2023-01-03,0,Metro,Route_3,Station_32,Station_47,13,18,Snow,4.9,3.9,None,0,37,0,0,1,Autumn,1,31,5,Night,0,0.6678,0
T00175,2023-01-03,0,Train,Route_8,Station_32,Station_36,7,27,Cloudy,22.4,12.2,Concert,0,6,1,0,1,Winter,1,34,20,Night,0,0.4117,0
T00176,2023-01-03,1,Tram,Route_2,Station_25,Station_9,19,19,Storm,2.5,16.2,Festival,0,76,0,0,1,Autumn,1,38,0,Night,0,0.9086,0
T00177,2023-01-03,1,Tram,Route_8,Station_33,Station_39,3,15,Rain,16.7,11.7,Parade,0,38,0,0,1,Summer,1,18,12,Night,0,0.3102,0
T00178,2023-01-03,1,Bus,Route_13,Station_7,Station_19,14,0,Clear,34.5,15.8,Protest,0,73,0,0,1,Winter,0,14,-14,Night,0,0.3819,0
T00179,2023-01-03,1,Tram,Route_13,Station_12,Station_38,18,20,Fog,12.3,14.6,None,5000,71,0,1,1,Autumn,1,38,2,Night,0,0.5563,355
T00180,2023-01-03,2,Bus,Route_1,Station_16,Station_6,19,16,Cloudy,20.7,4.8,None,0,19,0,0,1,Winter,1,35,-3,Night,0,0.2332,0
T00181,2023-01-03,2,Tram,Route_6,Station_16,Station_47,14,24,Storm,33.8,8.7,None,0,80,0,0,1,Spring,1,38,10,Night,0,0.5604,0
T00182,2023-01-03,2,Train,Route_19,Station_43,Station_15,18,13,Clear,0.5,3,Festival,0,10,0,0,1,Autumn,1,31,-5,Night,0,0.1871,0
T00183,2023-01-03,2,Tram,Route_16,Station_36,Station_20,16,15,Storm,11.7,0.8,None,5000,15,0,0,1,Autumn,1,31,-1,Night,0,0.5041,75
T00184,2023-01-03,3,Bus,Route_8,Station_13,Station_9,15,28,Rain,29,1.3,Parade,0,41,0,0,1,Spring,1,43,13,Night,0,0.0565,0
T00185,2023-01-03,3,Bus,Route_1,Station_7,Station_32,8,26,Clear,32.3,18.8,Parade,0,95,0,0,1,Autumn,1,34,18,Night,0,0.5995,0
T00186,2023-01-03,3,Train,Route_16,Station_36,Station_4,4,13,Clear,19,19.7,None,0,89,0,0,1,Winter,1,17,9,Night,0,0.5616,0
T00187,2023-01-03,3,Tram,Route_9,Station_47,Station_50,7,25,Clear,0.7,1.9,Festival,2000,51,0,1,1,Spring,1,32,18,Night,0,0.2719,102
T00188,2023-01-03,4,Tram,Route_13,Station_9,Station_18,4,2,Cloudy,31.1,6.7,Parade,2000,36,0,1,1,Winter,0,6,-2,Night,0,0.378,72
T00189,2023-01-03,4,Train,Route_11,Station_32,Station_5,2,13,Clear,2,2.3,Protest,0,51,0,0,1,Autumn,1,15,11,Night,0,0.2697,0
T00190,2023-01-03,4,Tram,Route_13,Station_11,Station_20,9,13,Storm,9.1,16.7,Concert,0,8,0,1,1,Autumn,1,22,4,Night,0,0.6643,0
T00191,2023-01-03,4,Tram,Route_10,Station_8,Station_23,13,10,Cloudy,10,9.9,Protest,0,34,0,1,1,Autumn,1,23,-3,Night,0,0.3606,0
T00192,2023-01-03,5,Bus,Route_4,Station_33,Station_11,18,20,Clear,12.9,12.4,None,0,66,0,0,1,Autumn,1,38,2,Night,0,0.4208,0
T00193,2023-01-03,5,Tram,Route_6,Station_23,Station_37,15,28,Storm,26.6,10.8,Concert,2000,94,0,1,1,Winter,1,43,13,Night,0,0.7752,188
T00194,2023-01-03,5,Tram,Route_7,Station_25,Station_22,0,10,Storm,27.1,14.2,None,0,6,0,0,1,Autumn,1,10,10,Night,0,0.833,0
T00195,2023-01-03,5,Train,Route_5,Station_8,Station_4,17,23,Fog,23.8,6.4,None,0,1,1,0,1,Spring,1,40,6,Night,0,0.3212,0
T00196,2023-01-03,6,Train,Route_11,Station_45,Station_29,12,15,Storm,-4.1,2.7,Festival,0,24,0,0,1,Spring,1,27,3,Morning,0,0.4557,0
T00197,2023-01-03,6,Metro,Route_13,Station_22,Station_44,2,27,Snow,17.6,0.4,Concert,500,75,0,1,1,Summer,1,29,25,Morning,0,0.5521,37.5
T00198,2023-01-03,6,Bus,Route_19,Station_4,Station_34,10,5,Rain,24.9,8.9,None,500,93,0,0,1,Spring,0,15,-5,Morning,0,0.3152,46.5
T00199,2023-01-03,6,Tram,Route_10,Station_40,Station_13,16,13,Clear,12.8,18.2,None,5000,93,0,0,1,Summer,1,29,-3,Morning,0,0.5214,465
T00200,2023-01-03,7,Tram,Route_10,Station_3,Station_42,9,15,Clear,32.8,6.1,Parade,0,92,1,0,1,Spring,1,24,6,Morning,0,0.3406,0
T00201,2023-01-03,7,Metro,Route_11,Station_29,Station_9,18,0,Clear,28,3.9,Festival,0,40,0,0,1,Spring,0,18,-18,Morning,0,0.1542,0
T00202,2023-01-03,7,Tram,Route_7,Station_41,Station_42,2,7,Storm,20.5,18.5,None,0,74,0,0,1,Autumn,1,9,5,Morning,0,0.9495,0
T00203,2023-01-03,7,Bus,Route_18,Station_29,Station_31,3,18,Storm,-2.5,2.1,Parade,0,51,0,1,1,Spring,1,21,15,Morning,0,0.3877,0
T00204,2023-01-03,8,Metro,Route_4,Station_34,Station_7,4,0,Clear,21.1,1,None,0,86,0,0,1,Autumn,0,4,-4,Morning,0,0.1319,0
T00205,2023-01-03,8,Bus,Route_2,Station_34,Station_4,7,13,Snow,31.5,17.6,Concert,0,80,0,0,1,Autumn,1,20,6,Morning,0,0.8908,0
T00206,2023-01-03,8,Metro,Route_14,Station_28,Station_19,13,4,Cloudy,10.2,14,Sports,0,76,0,1,1,Spring,0,17,-9,Morning,0,0.5392,0
T00207,2023-01-03,8,Metro,Route_13,Station_13,Station_42,5,7,Cloudy,28.5,8.4,Festival,5000,96,0,0,1,Winter,1,12,2,Morning,0,0.4171,480
T00208,2023-01-03,9,Train,Route_12,Station_15,Station_30,6,27,Rain,7.5,15,Festival,500,64,0,0,1,Autumn,1,33,21,Morning,0,0.371,32
T00209,2023-01-03,9,Bus,Route_7,Station_23,Station_31,1,7,Fog,17.8,14.8,None,0,76,0,0,1,Spring,1,8,6,Morning,0,0.5704,0
T00210,2023-01-03,9,Tram,Route_2,Station_44,Station_35,18,17,Rain,20.9,0.8,Concert,0,37,0,1,1,Winter,1,35,-1,Morning,0,0.2296,0
T00211,2023-01-03,9,Tram,Route_13,Station_26,Station_21,18,26,Clear,22.1,13.5,None,0,66,0,0,1,Spring,1,44,8,Morning,0,0.519,0
T00212,2023-01-03,10,Bus,Route_14,Station_4,Station_31,5,6,Clear,30.3,12.8,None,0,79,0,0,1,Spring,1,11,1,Morning,0,0.2813,0
T00213,2023-01-03,10,Tram,Route_17,Station_26,Station_19,4,22,Clear,4.4,19.3,None,0,41,0,0,1,Winter,1,26,18,Morning,0,0.5485,0
T00214,2023-01-03,10,Tram,Route_9,Station_40,Station_31,12,23,Fog,5.5,19.3,None,0,70,0,1,1,Spring,1,35,11,Morning,0,0.6604,0
T00215,2023-01-03,10,Bus,Route_17,Station_9,Station_32,18,4,Storm,23.2,7.6,None,5000,53,0,0,1,Autumn,0,22,-14,Morning,0,0.6451,265
T00216,2023-01-03,11,Metro,Route_8,Station_5,Station_2,0,4,Fog,2.1,11.8,None,0,66,0,0,1,Summer,0,4,4,Morning,0,0.2918,0
T00217,2023-01-03,11,Bus,Route_2,Station_32,Station_10,14,4,Rain,13.6,2.8,Concert,0,77,0,0,1,Summer,0,18,-10,Morning,0,0.3153,0
T00218,2023-01-03,11,Metro,Route_13,Station_20,Station_2,8,12,Storm,-4.2,1.3,Sports,5000,63,0,0,1,Spring,1,20,4,Morning,0,0.504,315
T00219,2023-01-03,11,Tram,Route_3,Station_50,Station_2,6,9,Storm,0.6,8.7,None,0,79,0,0,1,Summer,1,15,3,Morning,0,0.6265,0
T00220,2023-01-03,12,Tram,Route_16,Station_11,Station_24,2,19,Rain,22.2,13.8,Parade,0,3,0,0,1,Summer,1,21,17,Afternoon,0,0.3216,0
T00221,2023-01-03,12,Tram,Route_6,Station_15,Station_17,7,8,Storm,24.9,11.4,None,0,30,0,1,1,Summer,1,15,1,Afternoon,0,0.7923,0
T00222,2023-01-03,12,Train,Route_19,Station_32,Station_32,12,23,Cloudy,-0.4,8.6,None,2000,12,0,1,1,Autumn,1,35,11,Afternoon,0,0.3397,24
T00223,2023-01-03,12,Metro,Route_7,Station_28,Station_16,11,18,Rain,4.1,16.4,None,0,26,0,0,1,Autumn,1,29,7,Afternoon,0,0.5312,0
T00224,2023-01-03,13,Train,Route_10,Station_22,Station_16,1,28,Rain,-1,15.9,None,0,58,0,0,1,Summer,1,29,27,Afternoon,0,0.3636,0
T00225,2023-01-03,13,Train,Route_9,Station_41,Station_46,18,23,Cloudy,12.3,14.6,None,5000,64,0,0,1,Winter,1,41,5,Afternoon,0,0.5512,320
T00226,2023-01-03,13,Bus,Route_2,Station_17,Station_39,17,-2,Fog,0,1.5,Festival,0,63,0,1,1,Winter,0,15,-19,Afternoon,0,0.0808,0
T00227,2023-01-03,13,Train,Route_15,Station_26,Station_31,-1,29,Fog,12.5,15.9,None,2000,24,0,0,1,Winter,1,28,30,Afternoon,0,0.6026,48
T00228,2023-01-03,14,Bus,Route_5,Station_44,Station_43,9,22,Fog,24.3,18.4,None,5000,36,0,0,1,Autumn,1,31,13,Afternoon,0,0.4339,180
T00229,2023-01-03,14,Bus,Route_4,Station_7,Station_24,-2,24,Storm,22.3,1.2,None,0,74,0,1,1,Autumn,1,22,26,Afternoon,0,0.3342,0
T00230,2023-01-03,14,Train,Route_20,Station_42,Station_1,17,15,Cloudy,6.2,8,Festival,5000,72,0,1,1,Autumn,1,32,-2,Afternoon,0,0.4447,360
T00231,2023-01-03,14,Metro,Route_4,Station_26,Station_11,2,1,Rain,22,19.8,None,2000,70,0,0,1,Autumn,0,3,-1,Afternoon,0,0.5585,140
T00232,2023-01-03,15,Metro,Route_18,Station_25,Station_21,3,29,Rain,32.1,12,Festival,5000,13,0,0,1,Summer,1,32,26,Afternoon,0,0.2704,65
T00233,2023-01-03,15,Metro,Route_4,Station_10,Station_4,8,16,Rain,8.9,10.3,None,0,93,0,0,1,Autumn,1,24,8,Afternoon,0,0.2212,0
T00234,2023-01-03,15,Metro,Route_17,Station_45,Station_7,5,26,Storm,8.2,3.5,None,5000,23,0,0,1,Summer,1,31,21,Afternoon,0,0.5632,115
T00235,2023-01-03,15,Metro,Route_12,Station_19,Station_26,4,4,Storm,17.9,11.3,None,0,66,0,1,1,Winter,0,8,0,Afternoon,0,0.7649,0
T00236,2023-01-03,16,Train,Route_17,Station_11,Station_47,1,13,Snow,4.8,8.8,Protest,2000,47,1,0,1,Summer,1,14,12,Afternoon,0,0.5217,94
T00237,2023-01-03,16,Train,Route_10,Station_13,Station_50,3,-3,Fog,21.1,2.5,Sports,0,90,0,0,1,Winter,0,0,-6,Afternoon,0,0.1212,0
T00238,2023-01-03,16,Tram,Route_1,Station_8,Station_12,13,-1,Snow,28.3,9.3,None,0,64,0,1,1,Autumn,0,12,-14,Afternoon,0,0.5622,0
T00239,2023-01-03,16,Metro,Route_18,Station_40,Station_31,17,22,Snow,13.4,3.3,None,0,37,0,0,1,Winter,1,39,5,Afternoon,0,0.5541,0
T00240,2023-01-03,17,Train,Route_18,Station_4,Station_17,12,27,Storm,22.2,14.6,None,0,89,0,0,1,Winter,1,39,15,Afternoon,0,0.6071,0
T00241,2023-01-03,17,Tram,Route_14,Station_47,Station_33,11,4,Fog,21.1,19.5,None,0,69,0,0,1,Summer,0,15,-7,Afternoon,0,0.4051,0
T00242,2023-01-03,17,Metro,Route_15,Station_31,Station_11,9,4,Fog,-3.5,9.4,None,0,58,0,1,1,Winter,0,13,-5,Afternoon,0,0.4676,0
T00243,2023-01-03,17,Bus,Route_12,Station_28,Station_28,9,24,Rain,2.3,12.6,Festival,0,11,0,0,1,Spring,1,33,15,Afternoon,0,0.5265,0
T00244,2023-01-03,18,Tram,Route_4,Station_11,Station_32,13,0,Storm,30.7,8.6,Sports,0,53,0,0,1,Winter,0,13,-13,Evening,0,0.6499,0
T00245,2023-01-03,18,Train,Route_3,Station_43,Station_1,12,12,Fog,32.6,2.8,None,0,50,0,0,1,Autumn,1,24,0,Evening,0,0.1882,0
T00246,2023-01-03,18,Bus,Route_20,Station_1,Station_47,10,9,Snow,26.2,19.4,Parade,0,37,0,1,1,Winter,1,19,-1,Evening,0,0.7946,0
T00247,2023-01-03,18,Bus,Route_12,Station_49,Station_28,8,16,Cloudy,31.8,2.6,Festival,5000,45,0,0,1,Spring,1,24,8,Evening,0,0.1588,225
T00248,2023-01-03,19,Bus,Route_7,Station_47,Station_42,14,1,Cloudy,7.2,2.2,None,500,98,0,0,1,Summer,0,15,-13,Evening,0,0.1253,49
T00249,2023-01-03,19,Tram,Route_11,Station_38,Station_7,18,16,Storm,4.9,9.2,None,0,9,0,1,1,Winter,1,34,-2,Evening,0,0.7076,0
T00250,2023-01-03,19,Train,Route_1,Station_24,Station_2,12,20,Rain,10.4,13.2,Festival,0,8,0,1,1,Spring,1,32,8,Evening,0,0.4317,0
T00251,2023-01-03,19,Bus,Route_6,Station_47,Station_42,11,15,Rain,-2.8,7.1,Concert,2000,86,0,1,1,Autumn,1,26,4,Evening,0,0.2996,172
T00252,2023-01-03,20,Metro,Route_15,Station_31,Station_24,7,13,Fog,27.4,3.9,None,0,93,0,0,1,Autumn,1,20,6,Evening,0,0.3373,0
T00253,2023-01-03,20,Bus,Route_15,Station_41,Station_4,9,1,Storm,34.4,16.4,Sports,0,51,1,1,1,Summer,0,10,-8,Evening,0,0.6533,0
T00254,2023-01-03,20,Bus,Route_19,Station_46,Station_44,13,21,Cloudy,28,7.3,None,0,50,0,0,1,Autumn,1,34,8,Evening,0,0.4154,0
T00255,2023-01-03,20,Tram,Route_11,Station_50,Station_19,12,14,Snow,17.2,3.9,Festival,5000,21,0,0,1,Spring,1,26,2,Evening,0,0.5407,105
T00256,2023-01-03,21,Tram,Route_2,Station_26,Station_26,7,4,Fog,6.8,7.3,None,0,72,0,0,1,Winter,0,11,-3,Evening,0,0.1815,0
T00257,2023-01-03,21,Train,Route_14,Station_49,Station_11,1,23,Snow,2.9,4.3,Concert,2000,82,0,0,1,Spring,1,24,22,Evening,0,0.6351,164
T00258,2023-01-03,21,Metro,Route_2,Station_50,Station_40,6,11,Fog,9.6,10.4,None,0,71,0,0,1,Summer,1,17,5,Evening,0,0.4723,0
T00259,2023-01-03,21,Tram,Route_4,Station_5,Station_50,18,9,Clear,21.7,13.4,None,2000,67,0,0,1,Winter,1,27,-9,Evening,0,0.4458,134
T00260,2023-01-03,22,Bus,Route_17,Station_20,Station_43,17,12,Snow,12.9,16,None,0,4,0,1,1,Spring,1,29,-5,Evening,0,0.6402,0
T00261,2023-01-03,22,Train,Route_3,Station_41,Station_11,6,18,Storm,32.4,4.6,None,0,82,0,0,1,Summer,1,24,12,Evening,0,0.4123,0
T00262,2023-01-03,22,Bus,Route_13,Station_11,Station_45,18,16,Snow,29.2,3.3,Sports,0,81,0,0,1,Summer,1,34,-2,Evening,0,0.5999,0
T00263,2023-01-03,22,Bus,Route_9,Station_33,Station_3,17,9,Snow,-0.9,0.4,None,5000,28,0,0,1,Winter,1,26,-8,Evening,0,0.3538,140
T00264,2023-01-03,23,Tram,Route_7,Station_50,Station_12,8,16,Fog,0.3,4.6,None,0,82,0,1,1,Winter,1,24,8,Evening,0,0.2903,0
T00265,2023-01-03,23,Train,Route_15,Station_38,Station_3,8,-2,Cloudy,22,0.5,None,0,5,0,0,1,Autumn,0,6,-10,Evening,0,0.2998,0
T00266,2023-01-03,23,Metro,Route_11,Station_27,Station_42,4,15,Clear,4.2,6.9,Concert,2000,68,0,0,1,Autumn,1,19,11,Evening,0,0.1684,136
T00267,2023-01-03,23,Metro,Route_20,Station_34,Station_27,18,2,Snow,26.6,2.9,None,0,57,1,0,1,Winter,0,20,-16,Evening,0,0.4139,0
T00268,2023-01-04,0,Tram,Route_2,Station_15,Station_49,7,10,Cloudy,18.7,11.6,None,0,42,0,1,2,Autumn,1,17,3,Night,0,0.3793,0
T00269,2023-01-04,0,Tram,Route_15,Station_32,Station_2,1,0,Rain,4.2,7.7,Festival,0,68,0,0,2,Winter,0,1,-1,Night,0,0.276,0
T00270,2023-01-04,0,Train,Route_14,Station_21,Station_49,2,18,Clear,14.1,1.9,None,0,71,0,0,2,Autumn,1,20,16,Night,0,0.1753,0
T00271,2023-01-04,0,Metro,Route_20,Station_46,Station_16,2,23,Clear,11.2,8,Festival,0,90,0,0,2,Spring,1,25,21,Night,0,0.3735,0
T00272,2023-01-04,1,Metro,Route_11,Station_5,Station_2,8,3,Fog,29.9,4.2,None,5000,36,0,1,2,Summer,0,11,-5,Night,0,0.145,180
T00273,2023-01-04,1,Metro,Route_3,Station_6,Station_30,6,-1,Snow,-3.7,13.6,Concert,0,57,0,0,2,Winter,0,5,-7,Night,0,0.8058,0
T00274,2023-01-04,1,Bus,Route_17,Station_38,Station_20,13,29,Rain,30.8,7.3,None,5000,36,0,0,2,Winter,1,42,16,Night,0,0.39,180
T00275,2023-01-04,1,Metro,Route_12,Station_22,Station_38,6,-2,Fog,21.1,2.9,Protest,0,81,0,0,2,Winter,0,4,-8,Night,0,0.1648,0
T00276,2023-01-04,2,Bus,Route_15,Station_18,Station_28,19,12,Storm,24.5,7,None,0,25,0,1,2,Spring,1,31,-7,Night,0,0.7094,0
T00277,2023-01-04,2,Train,Route_16,Station_14,Station_25,1,21,Cloudy,-4.9,4.5,None,0,41,0,0,2,Summer,1,22,20,Night,0,0.1764,0
T00278,2023-01-04,2,Bus,Route_5,Station_10,Station_32,-1,11,Cloudy,20.1,15.9,None,500,15,0,0,2,Autumn,1,10,12,Night,0,0.45,7.5
T00279,2023-01-04,2,Train,Route_20,Station_46,Station_10,11,20,Fog,18.5,19.7,Protest,0,21,0,0,2,Autumn,1,31,9,Night,0,0.4294,0
T00280,2023-01-04,3,Metro,Route_6,Station_13,Station_42,0,11,Cloudy,16.5,0.5,Festival,2000,22,0,0,2,Summer,1,11,11,Night,0,0.0354,44
T00281,2023-01-04,3,Metro,Route_19,Station_31,Station_40,15,27,Snow,26.4,13.8,None,2000,46,0,0,2,Autumn,1,42,12,Night,0,0.6267,92
T00282,2023-01-04,3,Train,Route_5,Station_30,Station_33,18,10,Cloudy,17.2,5.3,None,0,66,0,0,2,Winter,1,28,-8,Night,0,0.2483,0
T00283,2023-01-04,3,Tram,Route_3,Station_3,Station_13,3,10,Snow,29.3,1.3,Sports,0,2,0,1,2,Summer,1,13,7,Night,0,0.6158,0
T00284,2023-01-04,4,Train,Route_1,Station_30,Station_41,8,2,Storm,4.3,0.3,Festival,0,11,0,0,2,Spring,0,10,-6,Night,0,0.5094,0
T00285,2023-01-04,4,Tram,Route_6,Station_6,Station_42,18,10,Rain,27.2,17.6,Concert,2000,22,0,1,2,Summer,1,28,-8,Night,0,0.6417,44
T00286,2023-01-04,4,Bus,Route_15,Station_29,Station_47,15,13,Clear,2.2,7.1,Festival,0,10,0,0,2,Winter,1,28,-2,Night,0,0.1623,0
T00287,2023-01-04,4,Bus,Route_2,Station_8,Station_37,9,14,Fog,27.5,19.9,None,2000,51,0,1,2,Summer,1,23,5,Night,0,0.4283,102
T00288,2023-01-04,5,Bus,Route_3,Station_44,Station_16,2,16,Fog,32.6,8.8,None,0,49,0,0,2,Spring,1,18,14,Night,0,0.2827,0
T00289,2023-01-04,5,Metro,Route_17,Station_45,Station_45,6,13,Snow,8.4,3.8,None,2000,56,0,0,2,Spring,1,19,7,Night,0,0.6709,112
T00290,2023-01-04,5,Bus,Route_12,Station_43,Station_22,17,12,Storm,16.2,15.5,Concert,0,63,0,0,2,Summer,1,29,-5,Night,0,0.8437,0
T00291,2023-01-04,5,Tram,Route_18,Station_44,Station_20,15,28,Storm,21.3,18.5,None,0,45,0,1,2,Summer,1,43,13,Night,0,0.9342,0
T00292,2023-01-04,6,Bus,Route_15,Station_33,Station_50,16,5,Clear,-1.8,16.3,None,5000,28,0,1,2,Autumn,0,21,-11,Morning,0,0.5953,140
T00293,2023-01-04,6,Train,Route_12,Station_17,Station_43,0,23,Rain,14.8,14.9,None,2000,69,0,0,2,Autumn,1,23,23,Morning,0,0.3131,138
T00294,2023-01-04,6,Train,Route_16,Station_48,Station_27,6,29,Fog,9.4,6.7,None,0,45,0,0,2,Winter,1,35,23,Morning,0,0.2916,0
T00295,2023-01-04,6,Metro,Route_8,Station_11,Station_41,1,6,Snow,29.9,1.3,None,500,15,0,0,2,Autumn,1,7,5,Morning,0,0.4175,7.5
T00296,2023-01-04,7,Train,Route_14,Station_13,Station_16,14,13,Storm,30.1,4,None,500,97,0,0,2,Winter,1,27,-1,Morning,0,0.6037,48.5
T00297,2023-01-04,7,Tram,Route_17,Station_50,Station_34,14,13,Fog,23,8.9,Festival,0,50,0,0,2,Winter,1,27,-1,Morning,0,0.3406,0
T00298,2023-01-04,7,Bus,Route_8,Station_11,Station_32,-1,14,Snow,21.2,19.1,None,0,10,1,0,2,Summer,1,13,15,Morning,0,0.6818,0
T00299,2023-01-04,7,Metro,Route_15,Station_31,Station_26,6,19,Cloudy,24.3,14.5,None,0,10,0,0,2,Autumn,1,25,13,Morning,0,0.5593,0
T00300,2023-01-04,8,Bus,Route_14,Station_28,Station_25,6,4,Fog,9.6,16.6,Concert,5000,62,0,1,2,Spring,0,10,-2,Morning,0,0.5606,310
T00301,2023-01-04,8,Bus,Route_18,Station_44,Station_2,2,9,Rain,11.2,5.5,Festival,0,52,0,1,2,Spring,1,11,7,Morning,0,0.3133,0
T00302,2023-01-04,8,Tram,Route_20,Station_6,Station_12,12,19,Snow,17.1,13.7,Concert,0,88,0,0,2,Summer,1,31,7,Morning,0,0.8535,0
T00303,2023-01-04,8,Train,Route_7,Station_41,Station_40,12,16,Rain,32.5,17.2,None,0,57,0,1,2,Spring,1,28,4,Morning,0,0.5625,0
T00304,2023-01-04,9,Train,Route_3,Station_16,Station_9,0,18,Fog,24,9.6,Festival,0,18,0,0,2,Spring,1,18,18,Morning,0,0.4411,0
T00305,2023-01-04,9,Bus,Route_12,Station_4,Station_12,16,19,Cloudy,17,8.6,None,0,31,0,1,2,Summer,1,35,3,Morning,0,0.3753,0
T00306,2023-01-04,9,Metro,Route_3,Station_35,Station_26,0,-1,Rain,25.8,14.4,None,0,49,0,0,2,Spring,0,-1,-1,Morning,0,0.3234,0
T00307,2023-01-04,9,Train,Route_20,Station_48,Station_9,3,29,Storm,9.8,11.2,Concert,0,71,0,1,2,Summer,1,32,26,Morning,0,0.6815,0
T00308,2023-01-04,10,Metro,Route_14,Station_26,Station_10,1,13,Snow,24.2,19.9,Sports,5000,54,0,0,2,Winter,1,14,12,Morning,0,0.8453,270
T00309,2023-01-04,10,Train,Route_15,Station_12,Station_32,10,15,Fog,11.4,8.5,None,5000,75,0,0,2,Autumn,1,25,5,Morning,0,0.3987,375
T00310,2023-01-04,10,Metro,Route_14,Station_11,Station_34,10,26,Cloudy,6.2,3.5,Festival,0,40,0,0,2,Spring,1,36,16,Morning,0,0.2073,0
T00311,2023-01-04,10,Tram,Route_7,Station_37,Station_48,8,19,Storm,19.4,9.4,Concert,0,98,0,0,2,Summer,1,27,11,Morning,0,0.6913,0
T00312,2023-01-04,11,Metro,Route_17,Station_25,Station_20,2,11,Fog,22.5,4.7,Festival,5000,69,0,0,2,Spring,1,13,9,Morning,0,0.3533,345
T00313,2023-01-04,11,Tram,Route_12,Station_18,Station_39,-2,10,Cloudy,13.4,11.2,None,0,20,0,0,2,Autumn,1,8,12,Morning,0,0.3815,0
T00314,2023-01-04,11,Tram,Route_20,Station_19,Station_2,6,-2,Storm,17.6,2.5,None,2000,25,0,1,2,Spring,0,4,-8,Morning,0,0.472,50
T00315,2023-01-04,11,Metro,Route_4,Station_23,Station_1,14,14,Rain,22.8,19,None,5000,0,0,0,2,Winter,1,28,0,Morning,0,0.5476,0
T00316,2023-01-04,12,Tram,Route_9,Station_38,Station_36,19,2,Fog,25.7,17.2,None,500,80,0,0,2,Summer,0,21,-17,Afternoon,0,0.5065,40
T00317,2023-01-04,12,Bus,Route_6,Station_18,Station_24,-2,28,Fog,30.8,3.1,None,0,98,0,0,2,Autumn,1,26,30,Afternoon,0,0.123,0
T00318,2023-01-04,12,Tram,Route_16,Station_26,Station_27,0,17,Rain,9.2,3.4,Sports,5000,26,0,0,2,Winter,1,17,17,Afternoon,0,0.19,130
T00319,2023-01-04,12,Train,Route_2,Station_6,Station_2,12,24,Clear,33.1,10.2,Concert,5000,49,0,0,2,Spring,1,36,12,Afternoon,0,0.4124,245
T00320,2023-01-04,13,Metro,Route_8,Station_4,Station_31,18,23,Storm,20.5,15.5,None,2000,65,0,1,2,Spring,1,41,5,Afternoon,0,0.8082,130
T00321,2023-01-04,13,Bus,Route_11,Station_44,Station_14,7,-2,Rain,26.5,4.4,None,0,99,0,0,2,Spring,0,5,-9,Afternoon,0,0.2812,0
T00322,2023-01-04,13,Metro,Route_13,Station_29,Station_2,5,29,Fog,23,1.2,None,2000,64,0,0,2,Autumn,1,34,24,Afternoon,0,0.3036,128
